7.641089, -0.054130, 0.036621, 0.000000
7.637397, -0.057007, 0.036738, 0.000000
7.635220, -0.053823, 0.035164, 0.000000
7.639149, -0.053008, 0.037716, 0.000000
7.639707, -0.055500, 0.035897, 0.000000
7.640189, -0.054573, 0.036660, 0.000000
7.646000, -0.059219, 0.037083, 0.000000
7.647152, -0.062943, 0.037351, 0.000000
7.641496, -0.062497, 0.037987, 0.000000
7.640943, -0.057700, 0.037123, 0.000000
7.640406, -0.056542, 0.036676, 0.000000
7.639120, -0.056165, 0.035379, 0.000000
7.637520, -0.056507, 0.036582, 0.000000
7.645194, -0.057750, 0.037279, 0.000000
7.641883, -0.055202, 0.037186, 0.000000
7.638192, -0.051170, 0.036266, 0.000000
7.637873, -0.050578, 0.036375, 0.000000
7.641359, -0.055547, 0.036540, 0.000000
7.639226, -0.054848, 0.035884, 0.000000
7.637728, -0.064138, 0.037132, 0.000000
7.637976, -0.062797, 0.036161, 0.000000
7.636722, -0.060581, 0.037636, 0.000000
7.634428, -0.058582, 0.038168, 0.000000
7.639137, -0.055979, 0.036287, 0.000000
7.642343, -0.059500, 0.037330, 0.000000
7.640236, -0.061292, 0.037885, 0.000000
7.642449, -0.058119, 0.036736, 0.000000
7.647284, -0.054436, 0.035818, 0.000000
7.638326, -0.061257, 0.037131, 0.000000
7.645076, -0.061600, 0.038774, 0.000000
7.642079, -0.057895, 0.038522, 0.000000
7.640077, -0.063756, 0.037274, 0.000000
7.640616, -0.055190, 0.036612, 0.000000
7.643037, -0.053794, 0.036903, 0.000000
7.640838, -0.057880, 0.039092, 0.000000
7.637308, -0.059132, 0.036083, 0.000000
7.644443, -0.061058, 0.038121, 0.000000
7.642798, -0.060221, 0.037215, 0.000000
7.642209, -0.066569, 0.037577, 0.000000
7.639905, -0.058935, 0.036948, 0.000000
7.635284, -0.060326, 0.036307, 0.000000
7.641792, -0.061524, 0.036465, 0.000000
7.641494, -0.059449, 0.037850, 0.000000
7.638746, -0.055681, 0.037750, 0.000000
7.637465, -0.056727, 0.037903, 0.000000
7.642779, -0.056315, 0.037354, 0.000000
7.641082, -0.057691, 0.037182, 0.000000
7.643139, -0.058582, 0.037506, 0.000000
7.641293, -0.059415, 0.037648, 0.000000
7.639816, -0.054343, 0.035899, 0.000000
7.640573, -0.058956, 0.037170, 0.000000
7.637507, -0.062516, 0.037388, 0.000000
7.636517, -0.061632, 0.037163, 0.000000
7.631455, -0.062504, 0.037508, 0.000000
7.637510, -0.064180, 0.036863, 0.000000
7.636540, -0.056361, 0.036702, 0.000000
7.637007, -0.052805, 0.034686, 0.000000
7.639803, -0.052239, 0.035720, 0.000000
7.637244, -0.051862, 0.036157, 0.000000
7.644982, -0.046904, 0.036091, 0.000000
7.639538, -0.050323, 0.036494, 0.000000
7.641557, -0.051502, 0.036843, 0.000000
7.644362, -0.051803, 0.036925, 0.000000
7.638552, -0.049417, 0.036216, 0.000000
7.637872, -0.056146, 0.037746, 0.000000
7.640573, -0.055365, 0.037482, 0.000000
7.638808, -0.055815, 0.038203, 0.000000
7.636154, -0.054874, 0.036843, 0.000000
7.636382, -0.055711, 0.036508, 0.000000
7.640146, -0.060673, 0.036380, 0.000000
7.642377, -0.060774, 0.038323, 0.000000
7.641180, -0.063320, 0.037096, 0.000000
7.637340, -0.057568, 0.037424, 0.000000
7.642413, -0.058459, 0.037875, 0.000000
7.637014, -0.056452, 0.036679, 0.000000
7.636243, -0.053274, 0.036927, 0.000000
7.641749, -0.057453, 0.036263, 0.000000
7.643255, -0.064143, 0.038231, 0.000000
7.641136, -0.059890, 0.038053, 0.000000
7.643201, -0.061080, 0.038446, 0.000000
7.639683, -0.060091, 0.037261, 0.000000
7.637458, -0.061751, 0.037328, 0.000000
7.635817, -0.060703, 0.037170, 0.000000
7.634793, -0.059147, 0.036202, 0.000000
7.643340, -0.053823, 0.036791, 0.000000
7.639827, -0.054027, 0.036205, 0.000000
7.643314, -0.051402, 0.036420, 0.000000
7.634561, -0.052196, 0.036513, 0.000000
7.641210, -0.052647, 0.036941, 0.000000
7.640095, -0.053356, 0.036786, 0.000000
7.640164, -0.048312, 0.036240, 0.000000
7.636693, -0.049580, 0.036480, 0.000000
7.637901, -0.046792, 0.035014, 0.000000
7.638615, -0.053337, 0.036934, 0.000000
7.640042, -0.050369, 0.035432, 0.000000
7.638517, -0.051604, 0.037106, 0.000000
7.642660, -0.052188, 0.036446, 0.000000
7.639293, -0.052065, 0.037038, 0.000000
7.638589, -0.053131, 0.036540, 0.000000
7.637984, -0.056716, 0.037168, 0.000000
7.635355, -0.059582, 0.037150, 0.000000
7.639955, -0.060550, 0.037572, 0.000000
7.644652, -0.059835, 0.038535, 0.000000
7.642273, -0.061453, 0.037894, 0.000000
7.641417, -0.067881, 0.038050, 0.000000
7.640605, -0.062293, 0.038238, 0.000000
7.638975, -0.067643, 0.039387, 0.000000
7.643516, -0.062292, 0.038698, 0.000000
7.643262, -0.058409, 0.035630, 0.000000
7.648314, -0.060081, 0.037886, 0.000000
7.648369, -0.063546, 0.038311, 0.000000
7.641713, -0.058123, 0.037345, 0.000000
7.637855, -0.053893, 0.035583, 0.000000
7.637999, -0.051878, 0.035776, 0.000000
7.636921, -0.051001, 0.034960, 0.000000
7.637293, -0.048889, 0.035257, 0.000000
7.639250, -0.052802, 0.037336, 0.000000
7.641232, -0.053491, 0.037472, 0.000000
